Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_TB_History_Farm,Is_In_TB_Hotspot,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Badger_Density_Score_Local,Proximity_To_Known_Badger_Sett_Km,Days_Since_Last_Test,Test_Season
FARM_0625,55.073092,-5.772661,BT76 1AV,426,Dairy,295,3.0,133.0,7.9,26,FARM_0625_ANIMAL_075,174.0,Limousin,Female,Purchased_From_Other_Farm,2021-08-16,Negative,False,False,204,10.92592041867872,Low,84.7,681,August
FARM_0625,55.073092,-5.772661,BT76 1AV,426,Dairy,295,3.0,133.0,7.9,26,FARM_0625_ANIMAL_042,152.0,Jersey,Male,Born_On_Farm,2022-08-20,Negative,False,False,200,8.53062335385361,Low,84.7,317,August
FARM_0625,55.073092,-5.772661,BT76 1AV,426,Dairy,295,3.0,133.0,7.9,26,FARM_0625_ANIMAL_072,147.0,Limousin,Male,Born_On_Farm,2020-12-01,Negative,False,False,391,17.70868190941537,Low,84.7,702,December
FARM_0625,55.073092,-5.772661,BT76 1AV,426,Dairy,295,3.0,133.0,7.9,26,FARM_0625_ANIMAL_135,22.0,Holstein,Female,Purchased_From_Other_Farm,2022-07-12,Negative,False,False,312,11.977932635358831,Low,84.7,720,July
FARM_0625,55.073092,-5.772661,BT76 1AV,426,Dairy,295,3.0,133.0,7.9,26,FARM_0625_ANIMAL_187,85.0,Holstein,Female,Born_On_Farm,2022-11-20,Negative,False,False,132,12.841138303256988,Low,84.7,625,November
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,,5.0,5,FARM_0626_ANIMAL_306,153.0,Holstein,Female,Purchased_From_Other_Farm,2020-10-28,Negative,False,False,102,5.3344733729746165,Medium,13.7,238,October
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_112,118.0,Charolais,Male,Born_On_Farm,2022-08-15,Negative,False,False,398,9.165778185543715,Medium,13.7,183,August
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_322,134.0,Holstein,Female,Born_On_Farm,2022-10-25,Negative,False,False,275,5.442424232043894,Medium,13.7,649,October
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_296,119.0,Limousin,Male,Born_On_Farm,2022-01-09,Negative,False,False,351,9.30376378886232,Medium,13.7,472,January
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_197,101.0,Jersey,Female,Born_On_Farm,2020-11-07,Negative,False,False,380,5.650673183500931,Medium,13.7,360,November
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_274,127.0,Charolais,Female,Born_On_Farm,2022-01-30,Negative,False,False,191,9.222441137173737,Medium,13.7,432,January
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_005,155.0,Charolais,Male,Born_On_Farm,2020-03-25,Negative,False,False,298,9.317690099205425,Medium,13.7,604,March
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_148,125.0,Charolais,Male,Born_On_Farm,2021-06-14,Negative,False,False,249,8.27678615677899,Medium,13.7,678,June
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_021,138.0,Charolais,Female,Born_On_Farm,2022-11-15,Negative,False,False,250,9.99613942089444,Medium,13.7,530,November
FARM_0626,54.826219,-6.72328,BT65 3YR,400,Beef,977,3.0,141.0,5.0,5,FARM_0626_ANIMAL_138,17.0,Limousin,Female,Born_On_Farm,2020-11-23,Negative,False,False,264,7.103944121069715,Medium,13.7,121,November
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_054,63.0,Jersey,Male,Born_On_Farm,2021-02-07,Negative,False,False,394,9.407960878342639,Low,79.0,193,February
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_079,9.0,Charolais,Female,Purchased_From_Other_Farm,2022-03-10,Negative,False,False,158,14.200319127142897,Low,79.0,721,March
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,,30.0,7.9,22,FARM_0627_ANIMAL_087,25.0,Angus,Female,Born_On_Farm,2022-12-08,Negative,False,False,331,13.897772738082494,Low,79.0,588,December
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_105,130.0,Holstein,Male,,2020-08-09,Negative,False,False,100,17.3598520735548,Low,79.0,453,August
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_066,51.0,Jersey,Female,Born_On_Farm,2020-07-12,Negative,False,False,256,4.858540898181702,Low,79.0,214,July
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_030,67.0,Hereford,Male,Born_On_Farm,2020-03-11,Negative,False,False,333,9.069166097922936,Low,79.0,90,March
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_087,123.0,Limousin,Male,Born_On_Farm,2021-02-10,Negative,False,False,296,11.219442655936135,Low,79.0,468,February
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_048,136.0,Hereford,Male,Purchased_From_Other_Farm,2020-10-04,Negative,False,False,363,11.478239638608663,Low,79.0,593,October
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_087,130.0,Limousin,Male,Born_On_Farm,2022-11-20,Negative,False,False,212,14.25481558180483,Low,79.0,693,November
FARM_0627,54.863244,-5.846539,BT57 7TQ,138,Dairy,321,4.0,30.0,7.9,22,FARM_0627_ANIMAL_019,75.0,Jersey,Female,Born_On_Farm,2022-05-14,Negative,False,False,351,4.839429533685337,Low,79.0,557,May
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_092,120.0,Charolais,Male,Born_On_Farm,2020-10-15,Negative,True,False,339,15.304631909110602,Medium,26.8,347,October
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_018,155.0,Angus,Male,Born_On_Farm,2021-02-13,Negative,True,False,349,15.036679972945844,Medium,26.8,245,February
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_045,65.0,Hereford,Female,Purchased_From_Other_Farm,2022-04-17,Negative,True,False,128,6.946014285720758,Medium,26.8,468,April
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_055,172.0,Holstein,Female,Purchased_From_Other_Farm,2020-08-05,Negative,True,False,310,16.192461588532552,Medium,26.8,721,August
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_003,155.0,Limousin,Male,Born_On_Farm,2020-06-09,Negative,True,False,178,5.8211987511008285,Medium,26.8,486,June
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,,9.4,6,FARM_0628_ANIMAL_014,169.0,Charolais,,Purchased_From_Other_Farm,2022-11-09,Negative,True,False,219,17.535075403139963,Medium,26.8,105,November
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_101,41.0,Charolais,Female,Born_On_Farm,2020-12-28,Negative,True,False,225,10.801701406735205,Medium,26.8,194,December
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_025,176.0,Holstein,Male,Born_On_Farm,2021-05-05,Negative,True,False,324,11.430518775526306,Medium,26.8,710,May
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_032,17.0,Charolais,Male,Born_On_Farm,2021-08-20,Negative,True,False,335,14.139838388934749,Medium,26.8,325,August
FARM_0628,54.577981,-6.842407,BT27 2YZ,141,Mixed,811,3.0,7.0,9.4,6,FARM_0628_ANIMAL_124,160.0,Holstein,Male,Born_On_Farm,2021-06-10,Negative,True,False,224,9.687102850897357,Medium,26.8,684,June
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_109,,Hereford,Male,Purchased_From_Other_Farm,2021-08-06,Negative,False,False,142,6.514455005496603,Low,64.2,346,August
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_023,6.0,Jersey,Female,Purchased_From_Other_Farm,2022-08-24,Negative,False,False,262,15.026184356392331,Low,64.2,389,August
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_096,18.0,Charolais,Female,Purchased_From_Other_Farm,2020-07-31,Negative,False,False,399,6.7197290646014185,Low,64.2,363,July
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_057,170.0,Limousin,Female,Purchased_From_Other_Farm,2022-05-18,Negative,False,False,331,9.54271249492023,Low,64.2,234,May
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_197,29.0,Angus,Male,Born_On_Farm,2020-06-13,Negative,False,False,234,8.62012579764945,Low,64.2,655,June
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_161,28.0,Limousin,Female,Born_On_Farm,2022-09-11,Negative,False,False,151,15.644240234359085,Low,64.2,353,September
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_027,74.0,Limousin,Female,Purchased_From_Other_Farm,2022-05-22,Negative,False,False,382,10.455946649282701,Low,64.2,429,May
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_199,109.0,Holstein,Female,Born_On_Farm,2022-05-15,Negative,False,False,328,16.954789352894057,Low,64.2,361,May
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_021,121.0,Limousin,Male,,2020-08-14,Negative,False,False,198,13.135573343946456,Low,64.2,306,August
FARM_0629,54.501043,-6.09906,BT36 7QR,201,Dairy,942,1.0,30.0,1.8,10,FARM_0629_ANIMAL_185,106.0,Holstein,Male,Born_On_Farm,2021-02-03,Positive,False,False,152,6.3542934603401005,Low,64.2,222,February
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_172,30.0,Jersey,Male,Purchased_From_Other_Farm,2021-11-24,Negative,False,False,202,11.909388707600964,Medium,13.3,428,November
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_376,109.0,Angus,Female,Born_On_Farm,2020-06-08,Negative,False,False,268,6.643413941625118,Medium,13.3,405,June
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_367,8.0,Charolais,Female,Born_On_Farm,2020-07-10,Negative,False,False,133,12.14700199388205,Medium,13.3,680,July
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_051,49.0,Holstein,Female,Born_On_Farm,2022-02-09,Negative,False,False,132,10.285407010252605,Medium,13.3,514,February
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_208,72.0,Angus,Male,Purchased_From_Other_Farm,2022-04-12,Negative,False,False,113,13.076400647355642,Medium,13.3,388,April
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_374,63.0,Charolais,Male,Purchased_From_Other_Farm,2021-09-08,Negative,False,False,102,14.684780045071498,Medium,13.3,375,September
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_382,11.0,Hereford,Female,Born_On_Farm,2022-04-07,Negative,False,False,247,6.071089991280036,Medium,13.3,93,April
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_223,90.0,Hereford,,Purchased_From_Other_Farm,2020-06-10,Positive,False,False,301,4.889849108420267,Medium,13.3,523,June
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_034,141.0,Hereford,Male,Born_On_Farm,2021-04-26,Negative,False,False,320,14.250499661278807,Medium,13.3,99,April
FARM_0630,54.903358,-6.958499,BT1 6XD,493,Mixed,660,1.0,73.0,6.5,24,FARM_0630_ANIMAL_056,96.0,Charolais,Female,Born_On_Farm,2020-07-21,Negative,False,False,105,4.467582861848359,Medium,13.3,230,July
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_100,49.0,Holstein,Male,Born_On_Farm,2022-09-27,Negative,True,True,161,5.826573568108996,Low,36.7,348,September
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_049,77.0,Charolais,Female,Born_On_Farm,2022-10-13,Negative,True,True,154,15.195690208141423,Low,36.7,389,October
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_081,167.0,Holstein,Female,Purchased_From_Other_Farm,2021-12-09,Negative,True,True,291,14.752731584460367,Low,36.7,448,December
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,,4.1,10,FARM_0631_ANIMAL_025,23.0,Charolais,Female,Born_On_Farm,2020-08-10,Negative,True,True,290,12.635128940350032,Low,36.7,517,August
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_007,127.0,Holstein,Male,Purchased_From_Other_Farm,2020-01-15,Negative,True,True,170,7.770924452782573,Low,36.7,148,January
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_078,57.0,Charolais,Female,Born_On_Farm,2022-06-01,Positive,True,True,383,12.827661869901906,Low,36.7,205,June
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_029,140.0,,Female,Born_On_Farm,2020-02-16,Negative,True,True,247,17.30010579018007,Low,36.7,105,February
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_074,172.0,Jersey,Male,Purchased_From_Other_Farm,2020-11-16,Negative,True,True,390,7.138132782263688,Low,36.7,338,November
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_024,127.0,Limousin,Male,Born_On_Farm,2022-02-17,Negative,True,True,231,4.430565428199426,Low,36.7,322,February
FARM_0631,54.450144,-7.106027,BT11 4PP,127,Beef,870,3.0,48.0,4.1,10,FARM_0631_ANIMAL_018,139.0,Hereford,Female,Born_On_Farm,2021-10-05,Negative,True,True,113,5.3849325382986155,Low,36.7,447,October
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_104,135.0,Holstein,Female,Born_On_Farm,2020-10-30,Negative,False,False,250,17.10185199709573,Low,66.4,458,October
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_008,103.0,Holstein,Female,Born_On_Farm,2021-12-17,Negative,False,False,120,10.43510996963007,Low,66.4,98,December
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_109,79.0,,Female,Purchased_From_Other_Farm,2021-04-26,Negative,False,False,224,13.999368330328924,Low,66.4,257,April
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_006,79.0,Limousin,Male,Purchased_From_Other_Farm,2021-06-12,Negative,False,False,283,9.207783531250467,Low,66.4,719,June
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_078,,Holstein,Female,Born_On_Farm,2020-07-26,Negative,False,False,234,6.336746689504651,Low,66.4,524,July
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_028,180.0,Charolais,Male,Born_On_Farm,2020-02-03,Negative,False,False,303,6.431512011720172,Low,66.4,533,February
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_015,155.0,Charolais,Female,Born_On_Farm,2021-10-02,Negative,False,False,165,13.512770078584136,Low,66.4,294,October
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_022,108.0,Limousin,Male,Born_On_Farm,2020-07-03,Negative,False,False,111,14.460258414155287,Low,66.4,570,July
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,,108.0,7.6,12,FARM_0632_ANIMAL_078,152.0,Jersey,Female,Born_On_Farm,2022-05-24,Negative,False,False,345,6.594708097604386,Low,66.4,568,May
FARM_0632,54.602175,-5.983127,BT60 9PP,115,Mixed,892,5.0,108.0,7.6,12,FARM_0632_ANIMAL_004,144.0,Holstein,Female,Born_On_Farm,2022-01-17,Negative,False,False,208,6.409340301768621,Low,66.4,292,January
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_231,8.0,Limousin,Male,Born_On_Farm,2021-07-22,Negative,False,False,187,14.577917538258044,Low,52.5,114,July
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_257,33.0,Limousin,Male,,2022-01-31,Negative,False,False,235,5.247099992332011,Low,52.5,148,January
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_043,47.0,Jersey,Female,Born_On_Farm,2022-08-27,Negative,False,False,193,4.128332322136663,Low,52.5,420,August
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_281,49.0,Angus,Male,Purchased_From_Other_Farm,2022-01-05,Negative,False,False,265,10.195326513943307,Low,52.5,462,January
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_140,154.0,Limousin,Female,Born_On_Farm,2020-10-17,Negative,False,False,297,13.923085356160934,Low,52.5,600,October
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_003,51.0,Jersey,Male,Purchased_From_Other_Farm,2022-07-15,Negative,False,False,286,7.800985593875137,Low,52.5,560,July
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_065,140.0,Hereford,Male,Born_On_Farm,2022-08-08,Negative,False,False,250,5.7657353864867416,Low,52.5,454,August
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_220,56.0,Limousin,Female,Born_On_Farm,2022-09-24,Negative,False,False,238,15.406743896326539,Low,52.5,328,September
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_110,69.0,Limousin,Male,Born_On_Farm,2021-10-10,Negative,False,False,186,17.341974918390108,Low,52.5,316,October
FARM_0633,55.113002,-7.705264,BT67 6LC,283,Mixed,439,1.0,93.0,1.7,30,FARM_0633_ANIMAL_269,100.0,Holstein,Female,Born_On_Farm,2021-08-01,Negative,False,False,218,14.972814447067648,Low,52.5,265,August
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_096,33.0,Angus,Male,Born_On_Farm,2021-02-08,Negative,False,False,387,9.957737194143066,Low,52.0,507,February
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_056,102.0,Jersey,Female,Born_On_Farm,2020-06-28,Negative,False,False,186,4.885779426787798,Low,52.0,99,June
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_027,85.0,Limousin,,Born_On_Farm,2022-05-28,Negative,False,False,368,12.507146956735543,Low,52.0,599,May
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_072,138.0,Angus,Female,Born_On_Farm,2020-12-31,Negative,False,False,135,8.630603264487062,Low,52.0,151,December
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_120,117.0,Jersey,Male,Born_On_Farm,2020-10-20,Negative,False,False,261,15.078997033282,Low,52.0,133,October
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_002,166.0,Jersey,Male,Born_On_Farm,2020-12-05,Negative,False,False,299,13.6025779477966,Low,52.0,537,December
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_019,120.0,Angus,Male,Born_On_Farm,2020-10-13,Negative,False,False,395,12.311293472180923,Low,52.0,610,October
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_025,128.0,Charolais,Male,Born_On_Farm,2022-03-17,Negative,False,False,364,10.302548763534581,Low,52.0,415,March
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_025,53.0,Charolais,Male,Born_On_Farm,2022-11-01,Negative,False,False,307,4.957699724945874,Low,52.0,451,November
FARM_0634,54.595004,-7.725364,BT44 8NY,122,Beef,591,2.0,33.0,3.2,15,FARM_0634_ANIMAL_066,20.0,Holstein,,Born_On_Farm,2021-10-12,Negative,False,False,148,13.114644675930432,Low,52.0,642,October
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_218,40.0,Hereford,Male,Purchased_From_Other_Farm,2021-09-17,Negative,False,False,367,10.397718982694748,Medium,24.6,468,September
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_099,44.0,Limousin,Male,Born_On_Farm,2022-03-01,Negative,False,False,126,14.378240660213304,Medium,24.6,224,March
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_061,160.0,Angus,Male,Born_On_Farm,2022-11-29,Negative,False,False,130,16.558754796823152,Medium,24.6,312,November
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_065,89.0,Limousin,Female,Purchased_From_Other_Farm,2020-06-12,Negative,False,False,140,4.942160874891067,Medium,24.6,308,June
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_293,132.0,Holstein,Male,Born_On_Farm,2022-10-04,Negative,False,False,168,9.213936967104107,Medium,24.6,645,October
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_039,115.0,Hereford,Male,Born_On_Farm,2022-08-31,Negative,False,False,334,15.047910748614733,Medium,24.6,693,August
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_068,13.0,,Female,Born_On_Farm,2020-07-28,Negative,False,False,271,17.171646684400095,Medium,24.6,334,July
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_016,58.0,Limousin,Female,Purchased_From_Other_Farm,2022-08-14,Negative,False,False,106,11.15176248668412,Medium,24.6,295,August
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_254,126.0,Limousin,Male,Born_On_Farm,2022-07-06,Negative,False,False,288,15.745820705552198,Medium,24.6,666,July
FARM_0635,54.828345,-7.444043,BT41 7RW,317,Beef,100,1.0,125.0,2.2,19,FARM_0635_ANIMAL_057,42.0,Jersey,Male,Born_On_Farm,2022-01-16,Positive,False,False,181,7.89294746754417,Medium,24.6,107,January
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,68.0,7.4,8,FARM_0636_ANIMAL_106,30.0,Jersey,Male,Purchased_From_Other_Farm,2021-06-09,Negative,True,True,229,7.028575338702578,Medium,18.2,558,June
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,,7.4,8,FARM_0636_ANIMAL_141,109.0,Limousin,Female,Purchased_From_Other_Farm,2022-05-03,Negative,True,True,259,16.041181180152943,Medium,18.2,501,May
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,68.0,7.4,8,FARM_0636_ANIMAL_038,174.0,Limousin,Female,Born_On_Farm,2022-02-09,Positive,True,True,312,6.375713802134574,Medium,18.2,564,February
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,68.0,7.4,8,FARM_0636_ANIMAL_110,25.0,Holstein,Male,Born_On_Farm,2020-04-11,Negative,True,True,264,11.58773676083517,Medium,18.2,291,April
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,68.0,7.4,8,FARM_0636_ANIMAL_046,10.0,Jersey,Female,Born_On_Farm,2021-09-27,Positive,True,True,398,9.897207214064403,Medium,18.2,185,September
FARM_0636,54.807982,-7.288807,BT41 7ZU,206,Beef,228,4.0,68.0,7.4,8,FARM_0636_ANIMAL_035,99.0,Angus,Male,Born_On_Farm,2020-02-08,Negative,True,True,165,16.978407444830797,Medium,18.2,198,February
